date,Adj Close,final_news,sentiment
2017-10-16,777.7132568359375,sotp target ril rs 971sh base sep19 earn 65x eve standalon refin 8x eve chemic rs 16sh domest ep 1x evinvest capit shaleretail 085x net fix asset telecom upgrad buy ril standalon number continu impress led strong grm usd 12bbl higher petchem margin q2 ebitda came rs 130bn 23 yoy account higher throughput favour product crack better petchem margin lower incom higher interest cost tax partial offset growth pat stood rs 83bn 73 yoy strong grm continu delay addit net refin capac led lag suppli petroleum product flipkart amazon may becom next victim jio read,0.5
2017-10-17,775.5402221679688,ril plan exit shale ga busi us relianc bp line rs 9750 crore fund develop six satellit ga field,0.999988317489624
2017-10-18,811.1527709960938,relianc industri limit ril report lessthanexpect profit julyseptemb quarter refin margin lag estim ril report 12 increas consolid net profit rs 8109 crore q2fy18 compar q2fy17 higher estim net sale 16 rs 95085 crore increas revenu primarili account increas price volum refin petrochem retail busi export includ deem export india refin petrochem oper higher 102 rs 41560 crore rs 37717 updat,0.963901162147522
2017-10-19,807.0726928710938,jio 84day plan hike rs 459 doubl data rs149 scheme,0.9999973773956299
2017-10-20,807.0726928710938,relianc ind roll polyest brand relan jio 84day plan hike rs 459 doubl data rs149 scheme,0.9999905824661255
2017-10-21,807.0726928710938,brace bigger phone bill jio gave telco opportun rais tariff,0.9999830722808838
2017-10-22,807.0726928710938,0.5,0.5
2017-10-23,833.54931640625,india billionair telecom rival add 15 billion person wealth day jio tariff hike benefit sector pressur telco continu report jio blue india ugli telecom soap opera taxpay gain lose,0.9232974648475647
2017-10-24,828.6708374023438,think twice get use jio rock bottom price,0.9999129772186279
2017-10-25,833.682373046875,ril standalon pat rs 827 bn margin lower estim rs 845 bn strong oper perform cyclic busi offset higher interest tax charg rjio surpris posit report posit ebitda ebit rs 144 bn 235 margin relianc industri jump 66 place global mcap rank,0.5
2017-10-26,840.3348388671875,ril becom first indian compani cross rs6 trillion market cap ril bp finalis plan develop kgd6 field 202122 allot esop esp relianc industri touch 6 lakh crore market capitalis,0.9999992847442627
2017-10-27,824.7681274414062,0.5,0.5
2017-10-28,824.7681274414062,0.5,0.5
2017-10-29,824.7681274414062,0.5,0.5
2017-10-30,835.9885864257812,ril partner put 82 mn ga pool account bet invest rs 35 lakh crore singl bet india paid handsom say mukesh ambani relianc industri rank among top 10 largecap stock global,0.999911904335022
2017-10-31,834.5250854492188,0.5,0.5
2017-11-01,844.90283203125,jio effect india asian countri declin telecom revenu,0.999900221824646
2017-11-02,839.6251220703125,mukesh ambani pip chines billionair hui ka yan becom asia richest man,0.9999043941497803
2017-11-03,838.4721069335938,updat relianc 5000cr ncd issu open next week,0.9999972581863403
2017-11-04,838.4721069335938,0.5,0.5
2017-11-05,838.4721069335938,relianc industri award kgd6 ga field contract mcdermott,0.9995830655097961
2017-11-06,827.11865234375,ril fall 1 moodi cut credit outlook,0.9997934699058533
2017-11-07,804.2342529296875,0.5,0.5
2017-11-08,787.4702758789062,updat,0.9867061972618103
2017-11-09,798.7349853515625,updat,0.9867061972618103
2017-11-10,783.9664916992188,relianc jio take airtel voda 100 cashback rs 399 recharg,0.9999942779541016
2017-11-11,783.9664916992188,here take keep india power ceo safe,0.9992331266403198
2017-11-12,783.9664916992188,0.5,0.5
2017-11-13,776.3384399414062,crude shock jio jolt relianc industri lost rs 50000 crore market valu 13 day,0.9999958276748657
2017-11-14,786.4945068359375,updat updat updat,0.9988454580307007
2017-11-15,783.83349609375,free call data jio may soon let buy cheap groceri,0.998803973197937
2017-11-16,801.7063598632812,morgan stanley bull call india telecom pick support,0.5
2017-11-17,808.8466796875,updat telco done mukesh ambani plan shake amazon flipkart clout,0.9996682405471802
2017-11-18,808.8466796875,lt naik origin makeinindia man mukesh ambani,0.9999773502349854
2017-11-19,808.8466796875,mcap six top10 valu co jump rs 312494 cr,0.9999204874038696
2017-11-20,816.7852783203125,100 mb internet rs 2 startup want beat jio game camaraderi reliancelt rivalri mukesh ambani narrat bond naik,0.9999688863754272
2017-11-21,827.1629638671875,updat ril share end higher 15 rs 93240,0.9702853560447693
2017-11-22,825.5664672851562,goldman see jio oper incom 5 billion fy25 updat relianc jio continu momentum telecom sector stabilis,0.9999845027923584
2017-11-23,839.9801025390625,0.5,0.5
2017-11-24,843.6165771484375,press releas media releas allot esop esp ril complet sale marcellu shale block asset 126 mn deal,0.999992847442627
2017-11-25,843.6165771484375,jio make life tough telecom worker may begin,0.954407811164856
2017-11-26,843.6165771484375,west bengal cm mamata banerje leav big industrialist unturn jio effect jobloss card telecom sector,0.9999557733535767
2017-11-27,843.8383178710938,jio game plan decid law land favour unheard mittal incumb jio differ technolog inflight internet servic relianc retail restart process jiophon book,0.9999865293502808
2017-11-28,836.7424926757812,0.5,0.5
2017-11-29,839.093017578125,relianc jio share telecom market,0.9999160766601562
2017-11-30,817.4061279296875,0.5,0.5
2017-12-01,807.2500610351562,analyst investor meet outcom get know mukesh ambani,0.9991698265075684
2017-12-02,807.2500610351562,mukesh ambani believ india could lead fourth industri revolut,0.9735864996910095
2017-12-03,807.2500610351562,top 9 compani take rs 81804cr hit mcap ril worst hit,0.9973817467689514
2017-12-04,799.7105712890625,jio revolut mukesh ambani plan invest big agricultur educ healthcar,0.9999668598175049
2017-12-05,810.4432373046875,0.5,0.5
2017-12-06,821.9297485351562,despit relianc jio mukesh ambani still search imprint,0.9995166063308716
2017-12-07,826.2760009765625,0.5,0.5
2017-12-08,816.918212890625,updat,0.9867061972618103
2017-12-09,816.918212890625,0.5,0.5
2017-12-10,816.918212890625,mukesh ambani account 45 india inc capex sinc fy14,0.9996423721313477
2017-12-11,812.6162719726562,race 100 billion viacom18 jio set synergi big data content technolog,0.9999891519546509
2017-12-12,812.1285400390625,0.5,0.5
2017-12-13,811.2858276367188,mukesh ambani ril mull relianc jio ipo 2019 relianc jio want ramp market share turn profit ipo prioriti,0.9999597072601318
2017-12-14,817.36181640625,youtub see new user board tier ii citi beyond,0.9999580383300781
2017-12-15,815.8096313476562,0.5,0.5
2017-12-16,815.8096313476562,0.5,0.5
2017-12-17,815.8096313476562,0.5,0.5
2017-12-18,816.918212890625,relianc jio talk multipl develop content,0.9996781349182129
2017-12-19,821.308837890625,0.5,0.5
2017-12-20,814.390380859375,0.5,0.5
2017-12-21,809.7780151367188,clarifi news item updat,0.9998202919960022
2017-12-22,816.3860473632812,ril partner myntra cobrand exclus denim collect,0.9996693134307861
2017-12-23,816.3860473632812,jio upgrad plan happi new year offer,0.9998248219490051
2017-12-24,816.3860473632812,0.5,0.5
2017-12-25,816.3860473632812,relianc jio subscrib base 160 million,0.9999710321426392
2017-12-26,824.7238159179688,0.5,0.5
2017-12-27,819.3574829101562,jal irani bet relianc,0.9958162903785706
2017-12-28,819.756591796875,press releas media releas,0.9988459348678589
2017-12-29,816.962646484375,india come line global fashion trend mark spencer jame munson,0.999698281288147
2017-12-30,816.962646484375,0.5,0.5
2017-12-31,816.962646484375,0.5,0.5
2018-01-01,806.9395751953125,0.5,0.5
2018-01-02,808.1813354492188,press releas media releas revis,0.9994866847991943
2018-01-03,811.4190063476562,relianc industri like see big cash flow boost say clsa report,0.5
2018-01-04,816.29736328125,top 20 club ril mountain climb,0.9999752044677734
2018-01-05,818.9140014648438,allot esop esp,0.9991990923881531
2018-01-06,818.9140014648438,relianc jio slash monthli tariff rs50 hike data limit,0.999925971031189
2018-01-07,818.9140014648438,0.5,0.5
2018-01-08,823.6151123046875,jio happi new year 2018 offer data get cheaper valid get longer what behind relianc jio zigzag price move,0.9998973608016968
2018-01-09,834.6137084960938,0.5,0.5
2018-01-10,835.8555908203125,relianc industri ltd ril report net profit inr 94450 mln market expect howev grm 116bbl inlin market expect outperform benchmark singapor complex margin 44bbl consolid revenu increas 22 yoy inr 1025000 mln quarter end decemb inr 841890 mln yearago period net profit increas 26 yoy 17 qoq rise pat previou quarter mainli account stabl product refin higher petchem segment improv perform oil ga segment grm stood 116 barrel compar 12barrel q2fy18 108bbl q3fy17 grm margin lower qoq decreas gasolin diesel fuel oil crack qoq basi gasolin crack decreas 8 qoq at103bbl compar dubai fateh crude diesel crack decreas 68 qoq 123 compar dubai fateh crude petchem ebit increas 160 qoq 73 yoy product delta held well despit lower price along higher volum,0.5
2018-01-11,831.775390625,0.5,0.5
2018-01-12,841.7539672851562,relianc jio like launch cryptocurr jiocoin,0.9996283054351807
2018-01-13,841.7539672851562,ril sign pact isra big data smart citi tech provid,0.9999228715896606
2018-01-14,841.7539672851562,0.5,0.5
2018-01-15,841.8870239257812,capit expenditur done relianc industri eye debt reduct,0.9997324347496033
2018-01-16,818.6478881835938,0.5,0.5
2018-01-17,820.0228271484375,bt podcast mukesh ambani invest rs 5000 cr west bengal centr end haj subsidi bengal global busi summit gener invest propos rs 219 trn,0.9999990463256836
2018-01-18,815.76513671875,0.5,0.5
2018-01-19,826.0543212890625,investor present jio post firstev profit ril q3 net score soar 25 yoy trai iuc cut drive relianc industriess q3 profit growth statement investor complaint quarter end decemb 31 2017 stabil current remain six sez unit would readi q1fy19 petchem segment earn resili due broader margin support chines clampdown besid cost control improv mix indian demand like acceler economi rebound demon gst domest upstream capex would start r seri drill 2hcy18 us shale drill also expect restart higher oil price first kg ga expect 2hcy19 manag remain posit retail busi prospect recent cut jio tariff inlin jio principl provid competit press releas media releas financi result decemb 31 2017,0.997400164604187
2018-01-20,826.0543212890625,jio 1st profit ambani readi anoth contrarian bet rjio compani digit busi exhibit strong perform turn profit pat inr5b versu inr27b 2qfy18 estim inr11b second quarter commerci launch ascrib standalon revenu growth 12 inr688b 4 beat ebitda growth 82 inr263b 30 beat rjio record ebitda margin 382 second quarter commerci launch 440bp higher bharti india wireless ebitda margin 338 3qfy18 even two third revenu size compar bharti rjio arpu declin meager 1 inr154 despit estim 2qfy18 revenu also includ 13 1qfy18 revenu rjio subscrib base reach 160m 22m net add 27m gross add 6m jio phone addit news digest ril q3 show india first bsvi car bitcoin relianc industri ltd q3fy18 result comment revenu grew 91 rs 998100 cr q3fy18 compar previou quarter,0.5
2018-01-21,826.0543212890625,0.5,0.5
2018-01-22,861.7113647460938,q3fy18 result came better expect led robust perform petrochem retail jio offset slight disappoint refineri petchem report highest ever volum 8mmt 7 qoq best ever profit,0.5
2018-01-23,872.1333618164062,brokerag rais ril price target strong q3 global bengal still distant dream allot esop esp press releas media releas,0.5
2018-01-24,857.143310546875,relianc jio give data price take airtel offer updat,0.9998202919960022
2018-01-25,856.744140625,press releas media releas,0.9988459348678589
2018-01-26,856.744140625,govt nod ril bp acquir niko stake ga block bay bengal,0.9999934434890747
2018-01-27,856.744140625,ratan tata mukesh ambani top biz head attend assam investor summit,0.9999943971633911
2018-01-28,856.744140625,ril kgd6 ga field q3 product drop 49 mmscmd relianc jio rais 22 billion debt fund rcom deal,0.9999783039093018
2018-01-29,855.5023193359375,ril standalon pat came rs 845 bn 25 higher qoqyoy strong cyclic busi contribut new project rjio turn pat posit report ebitda rs 263 bn 382 margin 215 mn net subscrib addit relianc industri limit ril report 25 increas consolid net profit rs 9423 crore q3fy18 compar q3fy17 higher estim net sale 22 rs 102500 crore increas revenu primarili account volum increas startup petrochem project increas price refin petrochem busi increas consolid revenu reflect robust growth 116 retail busi continu enhanc jio wireless oper export includ deem export india higher 213 rs 46151 crore rs 38038 crore correspond period previou year due higher export,0.5
2018-01-30,842.995849609375,0.5,0.5
2018-01-31,852.6640625,press releas media releas,0.9988459348678589
2018-02-01,837.1859741210938,issu guidelin ascertain predatori price tdsat telecom regul,0.999994158744812
2018-02-02,802.1497802734375,0.5,0.5
2018-02-03,802.1497802734375,0.5,0.5
2018-02-04,802.1497802734375,mcap 7 top10 valu compani plummet rs 98530 cr,0.9999958276748657
2018-02-05,800.1984252929688,updat press releas media releas press releas media releas,0.9998043179512024
2018-02-06,791.2843017578125,0.5,0.5
2018-02-07,793.3243408203125,0.5,0.5
2018-02-08,802.3272705078125,press releas media releas relianc jio bag digit right broadcast winter olymp india,0.9999958276748657
2018-02-09,796.3844604492188,0.5,0.5
2018-02-10,796.3844604492188,mobikwik sell jio phone platform,0.9991552829742432
2018-02-11,796.3844604492188,0.5,0.5
2018-02-12,812.0398559570312,0.5,0.5
2018-02-13,812.0398559570312,mukesh ambani keep indian govt run 20 day,0.9999496936798096
2018-02-14,828.1387329101562,ride regulatori win relianc jio top q3 leagu tabl,0.9997969269752502
2018-02-15,829.91259765625,0.5,0.5
2018-02-16,817.1843872070312,announc regul 30 lodrpress releas media releas relianc arm buy 65 stake indian film combin rs 1105 cr,0.9998434782028198
2018-02-17,817.1843872070312,jivi 4g smartphon cost rs 699 jio offer,0.9998528957366943
2018-02-18,817.1843872070312,0.5,0.5
2018-02-19,822.2401733398438,maharashtra get integr digit industri area,0.9997300505638123
2018-02-20,817.0069580078125,announc regul 30 lodrpress releas media releas announc regul 30 lodrpress releas media releas,0.9999961853027344
2018-02-21,824.3246459960938,0.5,0.5
2018-02-22,819.8896484375,investor summit jio invest rs 100 bn 3 yr creat 100000 job,0.9999879598617554
2018-02-23,828.6708374023438,predatori price rule relianc jio hit back seek apolog coai india internet growth phenomen world say netflix reed hast,0.9981691837310791
2018-02-24,828.6708374023438,0.5,0.5
2018-02-25,828.6708374023438,0.5,0.5
2018-02-26,832.6181030273438,point earlier report latin touch novemb 2017 structur poor util latin america africa would keep benchmark gross refin margin grm strong next 23 year ril clock grm usd1112bblin fy1920 petchem margin also strong though pe price usd828mt infy18ytd 5 fiveyear averag pp pvc price 625 higher expect ril petchem ebitda increas 67 fy1720 expect strong free cash flow gener inr678b fy1820 consolid basi andhra pradesh govt ink 364 mou rs 218 lakh crore invest relianc promis rs 52000 crore announc regul 30 lodrallot esop esp india need fibr network ever,0.5
2018-02-27,843.08447265625,announc regul 30 lodrpress releas media releas,0.9999111890792847
2018-02-28,846.6767578125,aircel file bankruptci say face troubl entri new player announc regul 30 lodrpress releas media releas,0.999977707862854
2018-03-01,841.2218017578125,richi rich club mukesh ambani break top20 billionair 2017 announc regul 30 lodrpress releas media releas,0.9999924898147583
2018-03-02,841.2218017578125,0.5,0.5
2018-03-03,841.2218017578125,0.5,0.5
2018-03-04,841.2218017578125,0.5,0.5
2018-03-05,819.6679077148438,mukesh ambani son akash ambani wed shloka mehta year relianc industri rs13 trillion noncor spend seen dilut return capit,0.9999771118164062
2018-03-06,807.9152221679688,ril arm win cricket digit right,0.9988467693328857
2018-03-07,789.1997680664062,spectacular decoupl ril roce stock return 40 bn mukesh ambani richest indian forb billionair list 2018 announc regul 30 lodranalyst investor meet outcom,0.9999724626541138
2018-03-08,808.447509765625,0.5,0.5
2018-03-09,809.9110107421875,announc regul 30 lodrpress releas media releas announc regul 30 lodrpress releas media releas,0.9999961853027344
2018-03-10,809.9110107421875,0.5,0.5
2018-03-11,809.9110107421875,0.5,0.5
2018-03-12,825.1672973632812,netflix ceo say telco like relianc jio across world,0.9998915195465088
2018-03-13,826.5421142578125,0.5,0.5
2018-03-14,824.05859375,0.5,0.5
2018-03-15,808.758056640625,cag report rap tax dept alleg discrep ril book,0.9998948574066162
2018-03-16,798.3358154296875,announc regul 30 lodrpress releas media releas,0.9999111890792847
2018-03-17,798.3358154296875,mukesh ambani view futur internet india,0.999915599822998
2018-03-18,798.3358154296875,mcap 6 top10 valu co drop rs 52k cr,0.9999464750289917
2018-03-19,794.300048828125,0.5,0.5
2018-03-20,789.2440795898438,mukesh ambani respons india telecom turmoil,0.9999730587005615
2018-03-21,795.5418701171875,0.5,0.5
2018-03-22,805.5203857421875,0.5,0.5
2018-03-23,792.880859375,announc regul 30 lodrpress releas media releas announc regul 30 lodrpress releas media releas five thing watch today,0.9999970197677612
2018-03-24,792.880859375,relianc jio saavn combin forc creat 1 billion digit music platform,0.9996521472930908
2018-03-25,792.880859375,0.5,0.5
2018-03-26,799.2672119140625,relianc jio prime membership subscript end march 31 next mukesh ambani son akash propos shloka mehta wed earli decemb,0.999994158744812
2018-03-27,798.1140747070312,mukesh ambani host parti akash ambani shloka mehta srk aishwarya katrina attend bash announc regul 30 lodrpress releas media releas relianc industri sell texa shale asset 100 million,0.999915599822998
2018-03-28,782.946533203125,0.5,0.5
2018-03-29,782.946533203125,0.5,0.5
2018-03-30,782.946533203125,announc regul 30 lodrpress releas media releas,0.9999111890792847
2018-03-31,782.946533203125,relianc industri ltd ril report net profit inr 94590 mln 175 yoy 01 qoq refin segment grm 11bbl inlin market expect outperform benchmark singapor complex margin 4bbl consolid revenu increas 172 qoq 293 yoy inr 1201430 mln quarter end march inr 928890 mln yearago period surg revenu primarili driven superior perform refin petchem digit busi petchem segment wit higher volum increas along commiss petchem project due surg oil price lead higher realiz refin petchem product grm stood 11 barrel compar 116barrel q3fy18 115bbl q4fy17 grm margin lower qoq decreas naphtha gasolin fuel oil crack previou quarter qoq basi gasolin crack decreas 68 qoq 96bbl compar dubai fateh crude diesel crack decreas 125 qoq 07bbl relianc jio offer free benefit exist prime user anoth year,0.5
2018-04-01,782.946533203125,follow step renew jio prime membership till march 2019,0.9999909400939941
2018-04-02,792.0382080078125,0.5,0.5
2018-04-03,797.892333984375,0.5,0.5
2018-04-04,793.767822265625,announc regul 30 lodrallot esop esp announc regul 30 lodrpress releas media releas mukesh ambani sunil mittal plan rs 365 bn war chest telecom fight,0.9999924898147583
2018-04-05,805.564697265625,hotstar jio ride ipl rollercoast paid servic entertain show jio q4 net profit like remain flat qoq,0.9121717810630798
2018-04-06,808.04833984375,neck deep debt anil ambani final get help hand billionair bro jio entri led 10bn annual save telecom consum report,0.9999843835830688
2018-04-07,808.04833984375,0.5,0.5
2018-04-08,808.04833984375,0.5,0.5
2018-04-09,812.4832763671875,ril largest privat player refin petrochem ep sector india ril refin complex jamnagar largest world aramco take step integr petrochem us biggest refineri relianc famili may acquir onlin test prep startup embib say report,0.9999502897262573
2018-04-10,813.4146118164062,jio ipl 2018 rs 251 pack jio dhan dhana dhan live new mobil game announc regul 30 lodrnewspap public,0.9999958276748657
2018-04-11,825.6551513671875,0.5,0.5
2018-04-12,823.748046875,announc regul 30 lodrpress releas media releas,0.9999111890792847
2018-04-13,832.7510375976562,announc regul 30 lodrpress releas media releas announc regul 30 lodrpress releas media releas jio plan rais rs 325 bn japan mufg mizuho sumitomo mitsui,0.9999973773956299
2018-04-14,832.7510375976562,announc regul 30 lodrpress releas media releas relianc jio rais 500 million via samurai loan,0.9999866485595703
2018-04-15,832.7510375976562,resolut plan alok industri limit updat,0.9999127388000488
2018-04-16,831.1544189453125,0.5,0.5
2018-04-17,837.5408325195312,relianc industri quarterli profit scale past rs 100 billion,0.9998438358306885
2018-04-18,831.9971923828125,0.5,0.5
2018-04-19,835.8111572265625,announc regul 30 lodrpress releas media releas world greatest leader 2018 mukesh ambani rank 24 thank jio rilbp sanction satellit ga field develop kg d6,0.9768669009208679
2018-04-20,823.0385131835938,board meet april 27 2018 board consid q4 fy18 result dividend april 27 2018,0.9999955892562866
2018-04-21,823.0385131835938,meet lei jun chines billionair want give tv maker india hard time announc regul 30 lodrnewspap public,0.9999833106994629
2018-04-22,823.0385131835938,0.5,0.5
2018-04-23,830.2230834960938,0.5,0.5
2018-04-24,860.4251708984375,0.5,0.5
2018-04-25,860.8242797851562,ril high borrow cost sign india inc troubl go ahead announc regul 30 lodrallot esop esp,0.9999316930770874
2018-04-26,865.1261596679688,sunil mittal tower deal tell mukesh ambani he walkov,0.9997301697731018
2018-04-27,883.708740234375,certif regul 409 sebi list oblig disclosur requir regul 2015 complianc regul 73 secur exchang board india list oblig disclosur … board recommend dividend mukesh ambani relianc jio plan hire 80000 employe financi year relianc jio net profit larg flat qoq relianc jio rjio digit servic busi report ebitda margin 378 ebitda rs 2694 crore pat rs 510 crore q4fy2018 larg flat sequenti basi averag revenu per user arpu declin 11 qoq rs 1371 subscrib addit continu remain robust annual report relianc industri ltd fy2018 standalon consolid audit financi result quarter year end march 31 2018,0.9999874830245972
2018-04-28,883.708740234375,relianc industri ril 4qfy18 standalon ebitda increas 19 yoy 2 qoq inr134b estim inr149b due lower throughput 167mmt estim 178mmt grm usd110bbl also estim usd114bbl pat rose 7 yoy 3 qoq inr87b benefit higher incom inr26b estim inr17b lower depreci inr27b estim inr33b standalon pat year stood inr336b 7 yoy consolid pat stood inr361b 209 yoy led contribut rjio q4 result ril post record profit rs 9435 bn jio net rs 510 bn announc regul 30 lodrinvestor present,0.5
2018-04-29,883.708740234375,0.5,0.5
2018-04-30,854.4379272460938,relianc industri ltd fourth quarter net profit miss street estim ril achiev revenu rs 129120 crore q4fy18 increas 39 compar rs 92889 crore correspond period previou year increas revenu primarili account volum increas startup petrochem project oil price relat increas realiz refin petrochem product increas consolid revenu reflect robust growth 134 retail busi continu growth momentum wireless subscrib addit digit servic busi export includ deem export india higher 325 rs 51295 crore ebitda rs1343bn 19 yoy 2 qoq 4 due higher upstream loss jio report pat rs51bn rs137187mn arpusub net revenu ebitda rose 43 qoq higher sub offset lower arpu due tariff cut cash discount etc grm us110bbl line volum declin 6 qoq 167mmt due turnaround opex drop 16 qoq henc ebit line estim upstream busi perform weak lower output oneoff consol net debt rose 5 qoq rs141trn supplier credit 1 rs760bn relianc industri shut oil ga field kgd6 block valu rjio 10x ev ebitda vs 9x bhartiidea ev rs 2519bn rs 420sh ril relianc jio rjio report yet anoth strong quarter 265mn 215mn 3q net subscrib addit rjio ad 78mn sub fy18 close 1866mn 16 market share 15 year launch revenu growth modest 35 qoq rs 713bn account declin arpu rs 154 rs 137 qoq owe tariff cut jan18 expect arpu declin 1qfy19 ebitda increas 25 qoq rs 269bn owe higher licens fee,0.5
2018-05-01,854.4379272460938,ril high cash outflow capit spend rate constraint moodi,0.8998426198959351
2018-05-02,862.7755737304688,relianc jio factor telecom challeng incumb chang goalpost jio offer 112gb free data 56 day detail ril came healthi set number q4fy18 inlin estim robust perform petrochem retail divis offset disappoint result refineri jio petchem report highest ever volum 88mmt 10 qoq rogc fulli optim quarter petchem ebit margin expand 356bp yoy 172 result highest ever ebit rs634 bn howev lower crude throughput 5 yoy lower grm us11bbl vs us115bbl hurt refineri profit also lower arpu 11 fall qoq rs137 impact jio profit neg,0.5
2018-05-03,852.9301147460938,sotpbas target ril rs 1178sh base mar20 earn 65x eve standalon refin 8x eve petchem rs 19sh domest ep 1x evinvest capit shaleretail 10x eve telecom rs 420sh maintain buy ril standalon number continu impress led higher petchem volum margin petchem product volum 10 qoq 42 yoy 88 mt owe rogc ramp ebitkg sale volum stood rs 1787kg rs 17kg 3q 132kg 4qfy17 ebit margin 356bp yoy 172 q4 ebitda came rs 13425bn 19 yoy announc regul 30 lodrpress releas media releas,0.7107468247413635
2018-05-04,846.1445922851562,jio launch digit champion programm undergradu student,0.9995724558830261
2018-05-05,846.1445922851562,sunil mittal dig long haul mukesh ambani,0.999649167060852
2018-05-06,846.1445922851562,0.5,0.5
2018-05-07,861.2678833007812,ril may invest addit rs 60000 crore relianc jio buff telecom war chest,0.999972939491272
2018-05-08,857.8085327148438,mukesh ambani throw parti daughter isha futur soninlaw anand piram mumbai ipl ad scorecard vivo jio coke lead charg,0.9999428987503052
2018-05-09,866.3236083984375,0.5,0.5
2018-05-10,870.2708129882812,announc regul 30 lodrpress releas media releas,0.9999111890792847
2018-05-11,877.4554443359375,airtel idea slip 6 jio new plan,0.99937504529953
2018-05-12,877.4554443359375,mukesh ambani east west pipelin begin second round restructur,0.9999984502792358
2018-05-13,877.4554443359375,nine top10 valu firm add rs 65129 cr mcap,0.9999485015869141
2018-05-14,875.1047973632812,0.5,0.5
2018-05-15,868.3193359375,new jio postpaid rs 199 plan zerotouch featur avail today,0.9999653100967407
2018-05-16,848.095947265625,0.5,0.5
2018-05-17,838.516357421875,announc regul 30 lodrpress releas media releas,0.9999111890792847
2018-05-18,828.316162109375,govern help worker laidoff telcom compani secretari,0.9998383522033691
2018-05-19,828.316162109375,relianc jio long term prepaid plan rs 509 rs 799 pack explain,0.9999915361404419
2018-05-20,828.316162109375,ril get green nod rs 2338 crore expans project maharashtra,0.9999362230300903
2018-05-21,826.0985717773438,0.5,0.5
2018-05-22,822.0184326171875,relianc jio plan oversea expans eye estonia unit,0.9830304980278015
2018-05-23,809.1571655273438,lose 23 billion market that surg 61436 announc regul 30 lodrallot esop esp,0.9999861717224121
2018-05-24,812.3502197265625,ril report strong show q4fy18 18 yoy growth standalon revenu thank improv perform petrochem segment demand recoveri post gst stabil improv econom activ also support growth ebitda increas strong pace 19 yoy support perform petrochem segment howev ebitda margin improv margin 19 bp yoy 153 due disappoint refin margin adj pat grew 67 yoy due sharp increas 521 yoy interest expens go forward expect revenueadjpat grow cagr,0.5
2018-05-25,816.7407836914062,relianc jio look young intern becom digit champion,0.9999158382415771
2018-05-26,816.7407836914062,0.5,0.5
2018-05-27,816.7407836914062,jio rs 101 cricket pack compar rs 101 booster pack relianc jio offer recharg plan jiolink custom detail,0.9999935626983643
2018-05-28,816.3860473632812,0.5,0.5
2018-05-29,813.7694091796875,0.5,0.5
2018-05-30,812.572021484375,0.5,0.5
